hex,count
8120bffffffffff,159701.70593409106
81437ffffffffff,41735.72211535696
81967ffffffffff,65247.06432328441
81df7ffffffffff,2250.215268047304
81b37ffffffffff,26750.39053623143
81b27ffffffffff,20249.97837935972
81c37ffffffffff,7341.528276320764
81cebffffffffff,2807.076795630318
81cfbffffffffff,1433.5365109179468
81ec3ffffffffff,0.0
81f03ffffffffff,0.0
81e77ffffffffff,0.0
81e57ffffffffff,0.0
81efbffffffffff,0.0
81f1bffffffffff,0.0
81f2bffffffffff,0.0
81ef7ffffffffff,0.0
81f0bffffffffff,0.0
81b8fffffffffff,146.69543877796073
81b87ffffffffff,17.243244791925115
81be7ffffffffff,37811.127867774856
81befffffffffff,61992.37563437005
81a7bffffffffff,58.639226826894784
81b8bffffffffff,112.14960031626327
8194fffffffffff,153.48781087687607
81b9bffffffffff,336.1953071162146
81b83ffffffffff,333.8861727196338
819d7ffffffffff,3211.1686541013887
819c7ffffffffff,851.9670337271989
8159bffffffffff,60329.81147521362
813cfffffffffff,1511274.8997612626
811efffffffffff,140508.16370827015
818b3ffffffffff,9423.75281711441
81a8bffffffffff,93940.4957297146
81817ffffffffff,16173.71496082616
818a7ffffffffff,5744.412219391137
818afffffffffff,10825.963649373256
81a8fffffffffff,192004.61101451324
81803ffffffffff,115125.31893891402
81a87ffffffffff,47378.77768199013
81813ffffffffff,61040.288552679966
818abffffffffff,6492.445943405097
818a3ffffffffff,4996.727721592734
81a83ffffffffff,117854.6914760094
81807ffffffffff,57336.59179900066
818bbffffffffff,14126.91357168272
81977ffffffffff,66885.69250374039
816bbffffffffff,108710.27933240004
81273ffffffffff,1340.7722686706786
810e3ffffffffff,58.813444420953296
810f3ffffffffff,16.271948890971874
8112bffffffffff,493.3112337672984
81133ffffffffff,52.91659596058327
81127ffffffffff,660.9554999698496
810fbffffffffff,41.34335271647885
8112fffffffffff,1629.223827381148
8113bffffffffff,136.5929880470429
8102fffffffffff,24.187372400341054
810efffffffffff,82.64759214228002
812bbffffffffff,1507.0977457894871
81137ffffffffff,82.3908987278045
810e7ffffffffff,33.11774520964956
81123ffffffffff,51.504820807319966
811bbffffffffff,228.1325298288604
81b33ffffffffff,28841.920601526406
81b2fffffffffff,40411.32503935543
8141bffffffffff,447992.0253153623
813c7ffffffffff,25260.567470061105
8124fffffffffff,52643.292377457736
8140bffffffffff,757574.7895926987
8114bffffffffff,99434.38004768312
813d7ffffffffff,4333.37424309039
81407ffffffffff,319117.83380143606
81313ffffffffff,4785.618866276698
8124bffffffffff,2343.281073274736
81403ffffffffff,531764.0907248638
8125bffffffffff,48301.39323072445
8130bffffffffff,914930.5966913354
813d3ffffffffff,760601.5114664977
8140fffffffffff,402751.17085389135
8131bffffffffff,133921.7893240629
813c3ffffffffff,991430.1061762784
8120fffffffffff,109711.70093155028
81753ffffffffff,82684.3107146418
81963ffffffffff,126975.51423434282
816afffffffffff,36261.444023049145
8183bffffffffff,94526.4691480553
816abffffffffff,40134.518159684674
8196fffffffffff,130273.81180402388
8182bffffffffff,30480.82008595619
81663ffffffffff,57958.61086039447
81667ffffffffff,76965.8366231611
8166fffffffffff,107297.0176566158
8138bffffffffff,15221.103671156545
81383ffffffffff,199682.31558552504
8138fffffffffff,3687.117214866399
81593ffffffffff,471.7370957726409
813e7ffffffffff,626457.8944624442
81393ffffffffff,81369.40585710412
817afffffffffff,50571.6990228339
8152bffffffffff,111973.49391576675
8108fffffffffff,10112.18509884682
811fbffffffffff,252243.85491522643
81037ffffffffff,0.0
8106bffffffffff,17.117603427692426
8107bffffffffff,0.4133132801164447
81063ffffffffff,3.1930212360333243
8106fffffffffff,113.151442279777
81953ffffffffff,82665.8413092966
8168bffffffffff,48188.10413874368
8160bffffffffff,480158.37975405273
8142fffffffffff,474767.1050500616
813dbffffffffff,450466.89112229634
813cbffffffffff,399967.8712073353
81433ffffffffff,80517.86506654527
812cbffffffffff,59024.98684577803
81077ffffffffff,394.1877458109264
811ebffffffffff,177850.3656797579
812c7ffffffffff,78531.35970815505
81213ffffffffff,10133.63672269572
81207ffffffffff,14323.789536050206
81203ffffffffff,17391.792170237826
81217ffffffffff,26403.52588237329
817a7ffffffffff,63740.81643350863
8165bffffffffff,230146.85167305896
8130fffffffffff,153941.71566032802
8175bffffffffff,105097.79160956304
813fbffffffffff,3032.590791149304
813e3ffffffffff,11084.478509326664
811f7ffffffffff,70643.93591536634
8139bffffffffff,194942.18027628984
8149bffffffffff,188635.890769892
81557ffffffffff,274.15108908445035
81547ffffffffff,45187.67782073631
81243ffffffffff,3260.0253983781117
81247ffffffffff,8911.85825077889
