hex,count
83f3a6fffffffff,28.97823510794803
83f2a4fffffffff,0.14286396924375241
83f1b4fffffffff,3.4469302109458853
83f1aefffffffff,0.8616451885298333
83f0a8fffffffff,0.1437758032244092
83f09bfffffffff,1.578584442577653
83f099fffffffff,1.865700052432652
83f004fffffffff,0.14312847211467447
83ef9afffffffff,0.14299406854089058
83ef49fffffffff,0.1428668310092378
83eeb3fffffffff,0.2852787371426516
83ee86fffffffff,0.4290212171254311
83ed4dfffffffff,0.2841114591804553
83ed4bfffffffff,0.42568751255400294
83ed49fffffffff,29.031874804233134
83ed43fffffffff,1.000032543840075
83eca8fffffffff,2.27104224912067
83ec13fffffffff,0.14325099982323422
83e89cfffffffff,0.43023290206867054
83e89bfffffffff,7.85830395980853
83e891fffffffff,0.142866364192051
83e74dfffffffff,1.2914567340870629
83e743fffffffff,3.8783098769202504
83e706fffffffff,1.9871254814445398
83e572fffffffff,1.0027701310067691
83e55efffffffff,0.5701824148406935
83e466fffffffff,1.1396652128343239
83e128fffffffff,1.2775901436466246
83e0b6fffffffff,0.5712697604750955
83e093fffffffff,14.960051558166397
83e092fffffffff,10.927561499640731
83e090fffffffff,11.635856590467434
83df81fffffffff,1.2931505000718555
83df80fffffffff,1.278765752447767
83df6efffffffff,154.2383103956598
83df6dfffffffff,15.016396736429426
83df6cfffffffff,69.34521391430357
83df6bfffffffff,591.7454079591885
83df6afffffffff,1848.8627018820018
83df69fffffffff,19800.952453093418
83df68fffffffff,90.21723981138247
83df63fffffffff,123.85399110691361
83df62fffffffff,0.4285890519853611
83df61fffffffff,108.64399890546733
83df5bfffffffff,25.066354169049518
83df4dfffffffff,367.76789556120565
83df4cfffffffff,3602.0151152173867
83df45fffffffff,7344.057613581348
83df44fffffffff,10.366155819006632
83df43fffffffff,395.69300736404114
83df42fffffffff,411.32730330825103
83df41fffffffff,6289.976002066186
83df40fffffffff,678.0020376719544
83df35fffffffff,6.8587376149954675
83df33fffffffff,3.567663233323058
83df32fffffffff,2.711636626995323
83df31fffffffff,0.28700563489390396
83df30fffffffff,0.28433282583211106
83df14fffffffff,4.26976419560205
83df06fffffffff,0.8580688375459102
83df02fffffffff,16.668140800903558
83de95fffffffff,20.865492091442988
83de82fffffffff,0.2875494560116438
83de75fffffffff,81.58214672279439
83de74fffffffff,15.487542028448173
83de73fffffffff,573.1235192171307
83de71fffffffff,168.09857248703233
83de70fffffffff,353.1333629683373
83de66fffffffff,25.350475083009933
83de62fffffffff,43.10702219203336
83db85fffffffff,0.14404550686714448
83dab3fffffffff,78977.97318012212
83daabfffffffff,74.00259517710471
83daaafffffffff,13198.001381648006
83daa8fffffffff,74.0445386605712
83da9cfffffffff,155.4707996606214
83da96fffffffff,19099.74856979417
83da95fffffffff,77261.417594531
83da94fffffffff,1959.4080784805756
83da92fffffffff,4469.9345118630645
83da91fffffffff,3449.901670052501
83da90fffffffff,1188.502684265685
83da8efffffffff,159.2133430378847
83da8cfffffffff,2592.511395580798
83da86fffffffff,5415.602427004607
83da85fffffffff,21803.153794886668
83da84fffffffff,21540.764731443825
83da83fffffffff,2455.926044812512
83da82fffffffff,7865.134569354251
83da81fffffffff,8125.998335835913
83da80fffffffff,5395.128096709966
83da73fffffffff,8.01508051092247
83da18fffffffff,0.9930948435978382
83da00fffffffff,1.2806756704210247
83d8b6fffffffff,12.316697073057089
83d8b2fffffffff,23.34044078981789
83d896fffffffff,3759.1653915802817
83d894fffffffff,17.648422547679523
83d892fffffffff,304.4787208306864
83d6adfffffffff,2.7408431920877554
83d6a9fffffffff,2.6984716328387575
83d46bfffffffff,65.15570675663926
83d44dfffffffff,108.37934410878026
83d121fffffffff,0.14286497828447378
83d114fffffffff,0.143583847174292
83cfb3fffffffff,259.11149363610224
83cfb1fffffffff,1703.827640862271
83cfaefffffffff,481.73118822082796
83cfadfffffffff,24.342136767171016
83cfacfffffffff,5825.335272023475
83cfabfffffffff,551.9141681767039
83cfaafffffffff,225.95392583128063
83cfa9fffffffff,9.939304943985395
83cfa8fffffffff,1281.3030056805433
83cfa6fffffffff,15062.472097068776
83cfa5fffffffff,482.3039517236936
83cfa4fffffffff,544.0242724749531
83cfa3fffffffff,1470.901771801969
83cfa2fffffffff,1932.9142470856257
83cfa1fffffffff,875.3224792292461
83cfa0fffffffff,15065.95274071966
83cf9efffffffff,38364.24054599616
83cf9dfffffffff,5878.6175700906
83cf9cfffffffff,14932.831973955996
83cf9bfffffffff,99.90176912389353
83cf9afffffffff,387.4184949099408
83cf99fffffffff,1785.9969475286396
83cf98fffffffff,4150.0233359384665
83cf95fffffffff,2573.466032232941
83cf94fffffffff,2294.390878717298
83cf91fffffffff,398.26933138190003
83cf90fffffffff,242.7845440842191
83cf8efffffffff,1068.031428815294
83cf8dfffffffff,786.5588984449101
83cf8cfffffffff,286.11442467084584
83cf8bfffffffff,10432.074830167458
83cf8afffffffff,467.6711366876477
83cf89fffffffff,145.5619968689455
83cf88fffffffff,1696.7454140208574
83cf86fffffffff,191.76390091610529
83cf85fffffffff,795.6504544723028
83cf84fffffffff,1736.3487822698135
