hex,count
834340fffffffff,114902.08150937958
832093fffffffff,527170.3186374657
832096fffffffff,100369.9251413739
834358fffffffff,141040.6069908697
83434cfffffffff,41099.17690637998
83435cfffffffff,19431.639425894748
834359fffffffff,120542.44097484488
834342fffffffff,77059.63744925437
834355fffffffff,11240.912156580524
832095fffffffff,226079.41981973615
834343fffffffff,17424.048535066497
8320b3fffffffff,197143.72561421664
834348fffffffff,57566.547801623616
83436afffffffff,92008.43234269143
834265fffffffff,147606.59199510654
832090fffffffff,1172290.1967213342
834351fffffffff,49330.572754844965
83434afffffffff,74040.0686209555
832092fffffffff,292456.0537483579
832094fffffffff,55717.40973449965
832086fffffffff,472502.2838652328
8320b6fffffffff,100430.88859207214
834352fffffffff,82875.97170566961
83422cfffffffff,1235.8424920020764
83435afffffffff,8518.287685656987
832091fffffffff,65650.14119739803
83435dfffffffff,54714.66086458637
83436bfffffffff,129543.26071963042
83434efffffffff,75053.97345598166
834353fffffffff,23750.864768832416
834264fffffffff,49834.53536891666
834260fffffffff,43272.95238029114
832080fffffffff,123040.08344482484
83434dfffffffff,93990.24858101274
8320b2fffffffff,88955.53695204352
83435bfffffffff,177325.56791178585
834341fffffffff,120530.02922574164
834349fffffffff,51882.38289366332
834345fffffffff,249288.20208473093
83422dfffffffff,4600.8689896583455
834274fffffffff,17003.36890051945
834266fffffffff,36520.52724137628
834344fffffffff,24255.805182806755
83435efffffffff,4854.663324012876
834346fffffffff,4092.9537896964575
83434bfffffffff,111495.1675517575
832082fffffffff,169263.93620896054
838324fffffffff,12252.082731376177
83ac93fffffffff,1351.8763931357084
83964dfffffffff,62615.69972391271
83965afffffffff,1769.1195989311564
8383aefffffffff,12938.92259767199
838336fffffffff,11208.316504740891
8383a5fffffffff,10582.082014479112
839644fffffffff,10965.926511601829
839649fffffffff,39848.22830389389
839662fffffffff,13737.135434463782
838335fffffffff,111088.67502827744
8383a0fffffffff,33504.765615387456
839651fffffffff,73440.42402745543
8383a9fffffffff,6391.31434308961
83ac8bfffffffff,2960.247222890556
839659fffffffff,7741.903534867596
838304fffffffff,93698.50636195551
83966dfffffffff,2926.372200511761
838316fffffffff,8302.173337383967
83966afffffffff,516.861645305905
8383adfffffffff,15481.22775634506
838330fffffffff,137549.48313971615
83965cfffffffff,4633.461034132117
8383a6fffffffff,6572.079824576585
839655fffffffff,20913.16818199097
83ac9efffffffff,672.8443601838022
83ac8afffffffff,13065.709921027084
83965efffffffff,6844.899730467088
838236fffffffff,39880.406154984455
838315fffffffff,120166.85161530296
8383b4fffffffff,60347.89703063876
83965bfffffffff,17981.89718761198
83964bfffffffff,12340.505844236304
83964cfffffffff,1939.2146168350655
83964afffffffff,1822.0812176188967
839665fffffffff,109.85217583379485
839646fffffffff,7761.898381786877
8383abfffffffff,61929.15578763907
839668fffffffff,2214.7052795023424
83ac9dfffffffff,113761.9452822688
8383acfffffffff,20792.082355385886
838310fffffffff,26105.013618000336
839648fffffffff,7349.849442175742
83964efffffffff,60082.74964811629
8383aafffffffff,19231.99072364211
83ac96fffffffff,23220.02587636624
83974bfffffffff,7678.039289908706
838385fffffffff,61012.13457264225
839658fffffffff,58694.95972324872
838334fffffffff,23453.672421126103
83966bfffffffff,179.1473399200121
839661fffffffff,2548.6976975569296
838320fffffffff,159804.6635288704
8383a1fffffffff,8327.581665313879
83974afffffffff,2667.282953892083
8383a4fffffffff,10931.33612800475
83966cfffffffff,349.4487739317931
838322fffffffff,58597.60377365648
83831efffffffff,896892.4546627824
838326fffffffff,63066.17757793253
83ac9cfffffffff,55634.27703230454
839660fffffffff,1225.7543436326569
838331fffffffff,105156.0378452564
839645fffffffff,1706.2874305052187
839663fffffffff,667.74900402086
83ac99fffffffff,43054.32956382355
83ac98fffffffff,27227.782458724218
839654fffffffff,12877.693849154688
838312fffffffff,89250.16042228868
838325fffffffff,9251.70430827035
83966efffffffff,2948.3173708667805
83ac9afffffffff,3182.035570423393
839640fffffffff,5514.11877257611
8396e9fffffffff,87198.40386824244
839641fffffffff,1087.31852912086
8383a3fffffffff,23435.4012387911
839669fffffffff,36705.28882631745
83965dfffffffff,4196.89874458125
839642fffffffff,2498.554013869725
839673fffffffff,10417.8732248202
83ac9bfffffffff,19639.02554243152
839664fffffffff,2074.120266772375
839643fffffffff,39884.71213376349
838314fffffffff,44236.891059775
838332fffffffff,81121.69224191579
83ac92fffffffff,500.77794320152
838313fffffffff,32235.941044991054
8383a8fffffffff,76056.60024282403
838311fffffffff,47123.79543338501
838333fffffffff,79088.66978751327
831ed4fffffffff,188934.83138910652
831ed0fffffffff,119735.06197134574
8343a3fffffffff,42240.27352918624
8343a2fffffffff,24783.74024376055
8343acfffffffff,799208.0297615808
8343a6fffffffff,17691.194395978815
83c2eefffffffff,534950.9278852122
83b260fffffffff,4344.234733666879
83b2e0fffffffff,3552.605332685278
83b348fffffffff,1997.4305141005548
83b20dfffffffff,1530.980998421
83a96efffffffff,70265.9374636231
83ce9afffffffff,1409.6710417614852
83cf9cfffffffff,14932.831973955996
83c2cefffffffff,34202.346104010045
83a944fffffffff,398.6640762443741
83c36bfffffffff,1652.4495705454392
83c2c8fffffffff,12101.88146570534
83c344fffffffff,198.4699048431341
83b24dfffffffff,36439.667141792364
83b2ebfffffffff,4984.275946467723
83c229fffffffff,13714.232582796085
83c22cfffffffff,8014.639738844854
83df6afffffffff,1848.8627018820016
83a950fffffffff,52342.02945749828
83c348fffffffff,7695.462179970835
83b273fffffffff,4513.572471405426
83c2cafffffffff,50061.740946946906
83a964fffffffff,12864.969306739313
83cf85fffffffff,795.6504544723028
83b345fffffffff,3198.803978995834
83c369fffffffff,326.19284060483653
83b22dfffffffff,664.1419406398765
83b2e1fffffffff,1447.0167611890606
83cf9dfffffffff,5878.6175700906
83b25bfffffffff,23969.849329452423
83cfa5fffffffff,482.3039517236936
83cf84fffffffff,1736.3487822698137
83b253fffffffff,515.5445566200738
83a955fffffffff,68328.82103517777
83b228fffffffff,47.817516755380254
83b245fffffffff,4898.259490608093
83b25efffffffff,1870.484586437092
83c354fffffffff,798.5609937938435
83cea2fffffffff,310.6907868803608
83ceb5fffffffff,211.51944776660287
83c324fffffffff,242.38813243858692
83b26efffffffff,7270.7825705994655
83ceb0fffffffff,135.18584932689348
83c350fffffffff,58125.34365881313
83b2cbfffffffff,743.6020564033633
83b35bfffffffff,174910.64107547962
83c340fffffffff,3667.009373703832
83ceb4fffffffff,80.71809271701619
83c2ebfffffffff,48934.04691420349
83cfa8fffffffff,1281.3030056805433
83c349fffffffff,7624.323902465217
83b20bfffffffff,705.4405973961746
83ce92fffffffff,71.97194625871848
83c2cdfffffffff,28799.7537068679
83b2ccfffffffff,149.28541642436178
83b274fffffffff,21570.71735156092
83c341fffffffff,19962.30865426889
83a96afffffffff,28842.287137781448
83c34dfffffffff,5085.395332609805
83cf9afffffffff,387.4184949099408
83cf8efffffffff,1068.031428815294
83b248fffffffff,22528.864789002277
83ce84fffffffff,461.5552216022002
83b208fffffffff,449.6902114542413
83c2edfffffffff,23438.579969099614
83b250fffffffff,1416.0225598291734
83cf91fffffffff,398.2693313819
83b270fffffffff,31664.71379169383
83c35bfffffffff,2951.54654195728
83c328fffffffff,987.4715041161372
83c320fffffffff,158.67689754190872
83a962fffffffff,6321.4716652537445
83c2e9fffffffff,39620.26971532436
83c228fffffffff,6828.926234840202
83cf9efffffffff,38364.24054599616
83c2c1fffffffff,24523.59047104462
83b34efffffffff,1736.033201529117
83c325fffffffff,83.07963904939518
83c362fffffffff,106.10470570592122
83c365fffffffff,5447.937568750421
83df45fffffffff,7344.057613581348
83c219fffffffff,16783.37006053169
83c30dfffffffff,1264.3122297109078
83b2ecfffffffff,18821.8347994146
83b24efffffffff,21636.905499826837
83ce83fffffffff,7951.412117642799
83b2e9fffffffff,2560.0740907840263
83b34cfffffffff,1536.493938171252
83c35efffffffff,7057.252039304245
83b26afffffffff,4032.6550333605287
83c375fffffffff,3823.770413635727
83b229fffffffff,572.5226244292035
83b35efffffffff,115398.36409168088
83b258fffffffff,18795.37153010116
83cf82fffffffff,287.08927381578815
83ceb3fffffffff,190.5391557689928
83c35afffffffff,17803.04401136002
83b341fffffffff,2151.060588074295
83b34bfffffffff,2401.900933145469
83b251fffffffff,4763.40730477075
83c22efffffffff,2734.7024756898395
83df40fffffffff,678.0020376719544
83b340fffffffff,29213.852030606573
83c36cfffffffff,162.86513201761497
83c372fffffffff,1180.206290924379
83a965fffffffff,1877.6537956289412
83b24cfffffffff,15367.43462321042
83c374fffffffff,915.0991986076464
83b265fffffffff,3290.3695663700883
83c352fffffffff,3630.6850643671023
83c35dfffffffff,10053.83621702779
83b268fffffffff,2431.7403800520474
83ce96fffffffff,1196.151326886747
83cfa3fffffffff,1470.901771801969
83c35cfffffffff,4899.275450950285
83c358fffffffff,9421.846479610424
83b2c8fffffffff,4086.512516231452
83a94efffffffff,408763.635216584
83b2e8fffffffff,222997.1012718793
83cfaafffffffff,225.95392583128063
83cf9bfffffffff,99.90176912389352
83b242fffffffff,8731.794027294525
83b352fffffffff,178.50912123578215
83b35dfffffffff,7435.916133041785
83b355fffffffff,4848.713083934904
83c376fffffffff,3956.674629179004
83c22dfffffffff,2854.543637325584
83b20cfffffffff,117.98063673583536
83ce94fffffffff,192.8156395354262
83c22afffffffff,15259.266242337651
83b254fffffffff,42687.46294277968
83cfa4fffffffff,544.0242724749531
83c346fffffffff,136.3179684800396
83b24afffffffff,31513.03447357125
83b26dfffffffff,2819.715152288297
83c373fffffffff,2175.1266127170547
83cfaefffffffff,481.731188220828
83c370fffffffff,2165.4605855571413
83ce9cfffffffff,1335.8258727800462
83b269fffffffff,6722.537110643904
83a96cfffffffff,10278.771573638216
83b25cfffffffff,10219.263709512194
83a966fffffffff,27851.959543133897
83ce91fffffffff,331.9344122341979
83b256fffffffff,3962.82189766707
83b35afffffffff,4918.761607934793
83b255fffffffff,3464.864730831769
83cfa2fffffffff,1932.9142470856257
83b259fffffffff,31819.572620930998
83c361fffffffff,183.97628892790533
83b358fffffffff,10718.529848963391
83ce80fffffffff,1226.1615390549418
83a94dfffffffff,2239.354407106693
83b22bfffffffff,430.1669360672807
83c2ecfffffffff,29242.830316958047
83b353fffffffff,757.7276148375248
83b2eafffffffff,15426.754395393407
83c368fffffffff,158.2240717189321
83b209fffffffff,1692.8551491352914
83c2c9fffffffff,17984.383980020182
83cfacfffffffff,5825.335272023475
83ce9efffffffff,15802.803432783314
83ce93fffffffff,72266.36520165185
83b2cdfffffffff,21099.36470942253
83a96dfffffffff,11949.07521185523
83b26bfffffffff,7407.5303533624065
83c363fffffffff,77.36919563238636
83c34afffffffff,5313.423311463763
83b271fffffffff,20363.13813728566
83b244fffffffff,3748.720823528305
83c34cfffffffff,5016.990799276289
83ce98fffffffff,6349.993210331085
83c36afffffffff,1402.8897964921564
83b249fffffffff,26584.298823165253
83a969fffffffff,38063.48679278058
83c2e5fffffffff,5475.020891398364
83c32efffffffff,41454.32884128641
83b2eefffffffff,6232.732063858084
83ce90fffffffff,309.6481288763496
83ce9bfffffffff,4032.619843683426
83b2e5fffffffff,1546.213132055066
83ce95fffffffff,1108.300189640663
83b261fffffffff,3670.266118385041
83c2e6fffffffff,5960.529930000109
83c366fffffffff,44620.5884006878
83b272fffffffff,4829.015537717611
83cf80fffffffff,449.51076370451625
83b262fffffffff,80916.4941150184
83b2cafffffffff,5646.544130981573
83b349fffffffff,2815.7575089744123
83a96bfffffffff,13543.255535457867
83c32dfffffffff,278.173490787186
83ceb1fffffffff,230.4944930632296
83b240fffffffff,6313.128597309235
83b350fffffffff,570.3859585512063
83c371fffffffff,119.28784519620156
83b2c9fffffffff,229.84587628441653
83b243fffffffff,154646.83144929452
83c2ccfffffffff,17729.074796605335
83a953fffffffff,52839.42517720056
